id_order_detail,id_user,id_produk,jumlah_pembelian,subtotal_transaksi,metode_bayar,rating_transaksi,jam_pesanan,waktu_pesanan,nama_produk,kategori_produk,harga_asli_produk,stok_aktual,total_terjual_global,rating_rata_rata_produk,is_organik
52032,1470,152,1,20000,Transfer Bank,5,16,2026-02-06 16:04:13,Ubi Cilembu Premium,Umbi-umbian,20000,37,59,4.53,1
52033,1337,158,2,44000,Transfer Bank,5,14,2026-03-21 14:50:44,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
52034,1134,162,1,49000,Transfer Bank,5,21,2026-05-15 21:20:02,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
52035,1135,138,3,54000,QRIS,3,0,2026-05-23 00:00:32,Nanas Madu,Buah-buahan,18000,110,62,4.25,0
52036,1383,161,3,126000,QRIS,3,19,2026-05-10 19:31:49,Jamur Shiitake Segar,Jamur,42000,76,38,4.02,0
52037,1040,102,1,8000,QRIS,3,8,2026-01-25 08:29:46,Sawi Hijau,Sayuran,8500,47,81,4.01,0
52038,1120,123,2,12000,QRIS,5,2,2026-05-16 02:35:04,Kemangi Segar,Sayuran,6000,30,80,4.57,1
52039,1156,150,1,28000,QRIS,3,11,2026-03-26 11:36:12,Cabai Kering,Rempah,28000,63,56,3.98,0
52040,1115,128,2,70000,Transfer Bank,3,5,2026-05-18 05:23:46,Mangga Gedong Gincu,Buah-buahan,35000,94,44,4.22,0
52041,1046,120,2,14000,Transfer Bank,3,4,2026-04-01 04:16:56,Timun Segar,Sayuran,7000,53,77,3.8,0
52042,1467,147,1,8000,QRIS,5,17,2026-04-14 17:42:12,Sereh Segar,Rempah,8000,102,83,4.52,0
52043,1095,113,1,32000,QRIS,4,11,2026-04-02 11:22:15,Cabai Rawit,Sayuran,32000,116,61,4.37,0
52044,1496,109,3,40000,Transfer Bank,5,18,2026-04-24 18:17:12,Selada Organik,Sayuran,14000,20,65,4.16,1
52045,1092,127,2,56000,COD,2,14,2026-01-04 14:27:11,Mangga Harum Manis,Buah-buahan,28000,74,56,3.8,0
52046,1087,121,3,75000,QRIS,3,16,2026-04-26 16:41:12,Paprika Merah,Sayuran,25000,55,64,4.21,0
52047,1285,149,1,30000,QRIS,4,18,2026-02-17 18:04:47,Bawang Putih,Rempah,32000,41,58,4.07,0
52048,1407,167,1,40000,QRIS,4,9,2026-01-05 09:51:07,Jamur Portobello,Jamur,45000,43,38,3.8,0
52049,1188,132,2,64000,QRIS,3,22,2026-03-18 22:29:32,Alpukat Mentega,Buah-buahan,32000,117,55,4.0,0
52050,1171,122,2,14500,QRIS,5,14,2026-05-06 14:52:57,Kol Putih,Sayuran,8000,118,72,4.54,0
52051,1471,136,4,152000,COD,3,7,2026-03-25 07:21:56,Stroberi Segar,Buah-buahan,38000,92,48,3.99,0
52052,1106,119,1,9500,Transfer Bank,5,9,2026-02-21 09:50:49,Pakcoy Organik,Sayuran,11000,53,65,4.52,1
52053,1397,157,2,33500,COD,2,11,2026-03-23 11:40:38,Kentang Granola,Umbi-umbian,18000,73,74,4.01,0
52054,1341,156,4,60000,QRIS,3,9,2026-03-15 09:51:31,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
52055,1462,148,1,31000,QRIS,3,21,2026-01-17 21:46:36,Bawang Merah,Rempah,35000,101,63,3.92,0
52056,1341,107,2,28500,QRIS,5,19,2026-03-03 19:04:20,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
52057,1350,158,1,19500,Transfer Bank,5,14,2026-02-06 14:06:43,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
52058,1017,168,1,28000,Transfer Bank,3,15,2026-05-14 15:29:28,Jamur Merang Segar,Jamur,30000,56,58,4.16,0
52059,1008,154,2,36000,COD,3,18,2026-06-12 18:55:39,Ubi Jalar Organik,Umbi-umbian,18000,16,62,4.14,1
52060,1343,166,2,96000,QRIS,5,23,2026-06-07 23:08:36,Jamur King Oyster Organik,Jamur,48000,15,38,4.96,1
52061,1060,124,5,25000,QRIS,3,16,2026-06-23 16:03:09,Daun Singkong,Sayuran,5000,70,81,3.68,0
52062,1106,151,1,15000,QRIS,4,6,2026-02-15 06:44:52,Ubi Cilembu,Umbi-umbian,15000,62,62,4.5,0
52063,1147,117,5,45000,COD,5,15,2026-01-05 15:45:06,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
52064,1244,156,3,48000,Transfer Bank,4,3,2026-03-20 03:21:54,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
52065,1037,140,2,44000,Transfer Bank,4,8,2026-03-04 08:13:57,Jahe Merah Segar,Rempah,22000,64,73,4.21,0
52066,1171,113,1,32000,QRIS,4,7,2026-03-26 07:55:25,Cabai Rawit,Sayuran,32000,116,61,4.37,0
52067,1329,149,1,32000,Transfer Bank,4,8,2026-03-15 08:27:10,Bawang Putih,Rempah,32000,41,58,4.07,0
52068,1166,129,2,44000,QRIS,4,6,2026-05-20 06:13:26,Jeruk Peras,Buah-buahan,22000,118,55,4.06,0
52069,1473,114,1,9000,COD,4,13,2026-03-22 13:42:29,Terong Ungu,Sayuran,9000,91,76,4.02,0
52070,1110,145,2,32000,COD,4,16,2026-04-21 16:18:22,Kencur Segar,Rempah,16000,57,79,4.0,0
52071,1366,137,1,45000,Transfer Bank,5,13,2026-06-20 13:11:37,Stroberi Organik,Buah-buahan,45000,12,43,4.61,1
52072,1463,160,3,105000,COD,3,13,2026-04-19 13:22:30,Jamur Tiram Organik,Jamur,35000,26,48,4.01,1
52073,1356,139,1,20000,QRIS,2,9,2026-05-02 09:19:43,Semangka Tanpa Biji,Buah-buahan,20000,37,57,3.6,0
52074,1372,133,1,40000,QRIS,4,9,2026-03-15 09:23:55,Alpukat Organik,Buah-buahan,40000,25,42,4.23,1
52075,1064,102,4,34000,Transfer Bank,3,18,2026-05-01 18:39:04,Sawi Hijau,Sayuran,8500,47,81,4.01,0
52076,1382,101,2,18000,Transfer Bank,5,22,2026-02-05 22:42:00,Kangkung Organik,Sayuran,9000,38,80,4.27,1
52077,1315,104,1,18000,QRIS,2,19,2026-05-25 19:39:05,Brokoli Premium,Sayuran,18000,73,70,3.61,0
52078,1463,144,3,50000,Transfer Bank,4,5,2026-04-11 05:06:57,Temulawak Segar,Rempah,18000,70,66,4.23,0
52079,1349,137,5,198000,COD,5,1,2026-01-05 01:31:29,Stroberi Organik,Buah-buahan,45000,12,43,4.61,1
52080,1222,140,2,44000,COD,2,22,2026-03-02 22:48:30,Jahe Merah Segar,Rempah,22000,64,73,4.21,0
52081,1239,138,1,18000,COD,3,11,2026-04-22 11:17:33,Nanas Madu,Buah-buahan,18000,110,62,4.25,0
52082,1311,102,4,34000,QRIS,4,17,2026-03-12 17:04:04,Sawi Hijau,Sayuran,8500,47,81,4.01,0
52083,1397,155,2,14000,COD,3,17,2026-02-24 17:39:42,Singkong Segar,Umbi-umbian,8000,117,83,4.07,0
52084,1237,152,2,40000,COD,3,13,2026-06-01 13:31:08,Ubi Cilembu Premium,Umbi-umbian,20000,37,59,4.53,1
52085,1266,118,1,8000,Transfer Bank,3,13,2026-04-04 13:56:53,Pakcoy Segar,Sayuran,8000,111,85,3.91,0
52086,1079,150,2,53000,COD,3,20,2026-05-22 20:10:35,Cabai Kering,Rempah,28000,63,56,3.98,0
52087,1235,135,1,22000,Transfer Bank,2,16,2026-05-23 16:31:45,Buah Naga Merah,Buah-buahan,22000,117,60,3.87,0
52088,1066,166,2,85500,Transfer Bank,5,16,2026-05-13 16:55:16,Jamur King Oyster Organik,Jamur,48000,15,38,4.96,1
52089,1357,142,2,30000,QRIS,4,14,2026-04-22 14:28:34,Kunyit Segar,Rempah,15000,62,72,4.29,0
52090,1310,120,4,28000,Transfer Bank,3,18,2026-02-17 18:55:08,Timun Segar,Sayuran,7000,53,77,3.8,0
52091,1105,153,2,25000,QRIS,4,15,2026-06-05 15:26:23,Ubi Jalar Ungu,Umbi-umbian,14000,52,78,3.92,0
52092,1063,136,3,114000,QRIS,3,20,2026-06-04 20:05:25,Stroberi Segar,Buah-buahan,38000,92,48,3.99,0
52093,1231,153,2,28000,QRIS,3,11,2026-01-12 11:11:05,Ubi Jalar Ungu,Umbi-umbian,14000,52,78,3.92,0
52094,1070,140,1,22000,Transfer Bank,4,15,2026-01-13 15:08:50,Jahe Merah Segar,Rempah,22000,64,73,4.21,0
52095,1358,123,2,12000,QRIS,5,12,2026-03-24 12:36:12,Kemangi Segar,Sayuran,6000,30,80,4.57,1
52096,1426,156,2,32000,QRIS,4,12,2026-01-25 12:32:16,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
52097,1496,127,2,56000,QRIS,3,18,2026-05-14 18:21:20,Mangga Harum Manis,Buah-buahan,28000,74,56,3.8,0
52098,1328,147,1,7500,QRIS,4,12,2026-06-16 12:41:40,Sereh Segar,Rempah,8000,102,83,4.52,0
52099,1302,100,2,14000,QRIS,4,16,2026-05-13 16:54:23,Bayam Hijau Segar,Sayuran,8000,83,75,4.15,0
52100,1022,107,2,30000,QRIS,5,11,2026-06-03 11:26:20,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
52101,1048,108,3,30000,Transfer Bank,4,14,2026-01-01 14:35:54,Selada Keriting,Sayuran,11000,43,83,3.98,0
52102,1365,118,2,14000,QRIS,3,20,2026-02-23 20:52:07,Pakcoy Segar,Sayuran,8000,111,85,3.91,0
52103,1333,122,1,8000,QRIS,4,15,2026-06-02 15:53:36,Kol Putih,Sayuran,8000,118,72,4.54,0
52104,1466,127,5,122500,QRIS,4,13,2026-05-02 13:52:17,Mangga Harum Manis,Buah-buahan,28000,74,56,3.8,0
52105,1283,154,3,54000,Transfer Bank,4,11,2026-06-04 11:37:49,Ubi Jalar Organik,Umbi-umbian,18000,16,62,4.14,1
52106,1315,164,1,22500,QRIS,5,14,2026-02-12 14:57:21,Jamur Enoki Segar,Jamur,25000,30,53,4.66,0
52107,1487,123,4,24000,Transfer Bank,5,20,2026-05-24 20:19:09,Kemangi Segar,Sayuran,6000,30,80,4.57,1
52108,1375,126,5,75000,COD,2,9,2026-02-21 09:46:55,Pisang Cavendish,Buah-buahan,15000,44,71,3.74,0
52109,1264,159,1,24000,COD,2,21,2026-01-19 21:17:56,Jamur Tiram Putih,Jamur,28000,64,51,4.07,0
52110,1494,139,1,20000,Transfer Bank,3,8,2026-01-12 08:48:05,Semangka Tanpa Biji,Buah-buahan,20000,37,57,3.6,0
52111,1230,163,2,64000,COD,3,16,2026-04-26 16:36:06,Jamur Kuping Hitam,Jamur,32000,32,65,4.17,0
52112,1261,132,1,29000,COD,3,10,2026-04-13 10:20:47,Alpukat Mentega,Buah-buahan,32000,117,55,4.0,0
52113,1437,109,3,42000,QRIS,4,17,2026-04-06 17:47:27,Selada Organik,Sayuran,14000,20,65,4.16,1
52114,1140,163,2,64000,Transfer Bank,5,7,2026-05-02 07:14:18,Jamur Kuping Hitam,Jamur,32000,32,65,4.17,0
52115,1056,157,1,18000,Transfer Bank,4,8,2026-03-04 08:57:25,Kentang Granola,Umbi-umbian,18000,73,74,4.01,0
52116,1392,168,2,55500,QRIS,3,15,2026-05-21 15:23:03,Jamur Merang Segar,Jamur,30000,56,58,4.16,0
52117,1084,156,1,14500,Transfer Bank,3,17,2026-04-06 17:44:04,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
52118,1372,120,3,19500,COD,3,18,2026-03-12 18:15:15,Timun Segar,Sayuran,7000,53,77,3.8,0
52119,1283,101,2,18000,QRIS,5,8,2026-03-27 08:18:09,Kangkung Organik,Sayuran,9000,38,80,4.27,1
52120,1299,161,1,42000,Transfer Bank,4,10,2026-05-11 10:27:04,Jamur Shiitake Segar,Jamur,42000,76,38,4.02,0
52121,1063,167,1,45000,QRIS,3,13,2026-02-09 13:15:29,Jamur Portobello,Jamur,45000,43,38,3.8,0
52122,1184,136,4,152000,QRIS,2,8,2026-03-20 08:29:46,Stroberi Segar,Buah-buahan,38000,92,48,3.99,0
52123,1279,155,3,24000,Transfer Bank,4,17,2026-05-06 17:50:22,Singkong Segar,Umbi-umbian,8000,117,83,4.07,0
52124,1286,129,5,110000,QRIS,3,6,2026-05-14 06:56:33,Jeruk Peras,Buah-buahan,22000,118,55,4.06,0
52125,1270,112,2,56000,QRIS,4,16,2026-03-15 16:56:29,Cabai Merah Besar,Sayuran,28000,107,62,4.03,0
52126,1236,125,1,15500,QRIS,4,22,2026-04-14 22:19:19,Pisang Raja,Buah-buahan,18000,58,77,4.26,0
52127,1266,144,2,36000,QRIS,3,14,2026-04-21 14:21:53,Temulawak Segar,Rempah,18000,70,66,4.23,0
52128,1316,150,1,28000,COD,3,15,2026-03-02 15:44:53,Cabai Kering,Rempah,28000,63,56,3.98,0
52129,1339,124,2,10000,COD,2,7,2026-05-27 07:04:46,Daun Singkong,Sayuran,5000,70,81,3.68,0
52130,1366,122,2,16000,Transfer Bank,5,9,2026-02-27 09:31:46,Kol Putih,Sayuran,8000,118,72,4.54,0
52131,1416,143,2,40000,QRIS,4,12,2026-01-01 12:48:09,Kunyit Organik,Rempah,20000,27,71,4.01,1
52132,1039,102,2,15500,QRIS,4,10,2026-06-19 10:54:49,Sawi Hijau,Sayuran,8500,47,81,4.01,0
52133,1330,107,1,15000,QRIS,5,13,2026-04-17 13:44:04,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
52134,1130,128,1,31500,QRIS,5,20,2026-01-14 20:17:17,Mangga Gedong Gincu,Buah-buahan,35000,94,44,4.22,0
52135,1421,108,2,22000,Transfer Bank,3,10,2026-01-08 10:11:11,Selada Keriting,Sayuran,11000,43,83,3.98,0
52136,1361,120,1,7000,COD,3,12,2026-05-09 12:17:37,Timun Segar,Sayuran,7000,53,77,3.8,0
52137,1020,105,1,19000,QRIS,5,14,2026-02-14 14:40:41,Brokoli Organik,Sayuran,22000,30,73,4.44,1
52138,1073,130,2,52000,Transfer Bank,5,8,2026-06-10 08:16:48,Jeruk Siam Organik,Buah-buahan,28000,36,69,4.6,1
52139,1423,105,5,110000,QRIS,5,8,2026-06-03 08:50:43,Brokoli Organik,Sayuran,22000,30,73,4.44,1
52140,1050,140,1,22000,COD,4,12,2026-02-04 12:14:50,Jahe Merah Segar,Rempah,22000,64,73,4.21,0
52141,1366,138,2,36000,QRIS,4,10,2026-04-11 10:12:49,Nanas Madu,Buah-buahan,18000,110,62,4.25,0
52142,1337,140,5,110000,QRIS,4,7,2026-04-06 07:10:00,Jahe Merah Segar,Rempah,22000,64,73,4.21,0
52143,1199,129,1,22000,COD,3,1,2026-04-21 01:19:37,Jeruk Peras,Buah-buahan,22000,118,55,4.06,0
52144,1128,132,3,96000,Transfer Bank,4,15,2026-02-04 15:24:42,Alpukat Mentega,Buah-buahan,32000,117,55,4.0,0
52145,1434,128,1,35000,QRIS,4,18,2026-04-12 18:56:10,Mangga Gedong Gincu,Buah-buahan,35000,94,44,4.22,0
52146,1154,162,1,52000,QRIS,5,10,2026-06-24 10:12:35,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
52147,1462,141,3,78000,Transfer Bank,4,23,2026-01-17 23:36:18,Jahe Merah Organik,Rempah,28000,18,59,4.37,1
52148,1034,147,1,8000,QRIS,5,14,2026-01-10 14:26:37,Sereh Segar,Rempah,8000,102,83,4.52,0
52149,1409,151,1,15000,QRIS,4,18,2026-03-10 18:11:32,Ubi Cilembu,Umbi-umbian,15000,62,62,4.5,0
52150,1149,116,5,35000,QRIS,3,12,2026-06-04 12:00:42,Jagung Manis,Sayuran,7000,114,80,3.83,0
52151,1338,132,2,57500,COD,3,19,2026-02-04 19:27:18,Alpukat Mentega,Buah-buahan,32000,117,55,4.0,0
52152,1384,148,4,140000,Transfer Bank,2,11,2026-05-09 11:02:16,Bawang Merah,Rempah,35000,101,63,3.92,0
52153,1366,149,2,64000,QRIS,4,16,2026-01-08 16:34:25,Bawang Putih,Rempah,32000,41,58,4.07,0
52154,1452,119,2,22000,Transfer Bank,5,16,2026-01-24 16:45:48,Pakcoy Organik,Sayuran,11000,53,65,4.52,1
52155,1242,128,1,35000,Transfer Bank,2,20,2026-02-13 20:54:22,Mangga Gedong Gincu,Buah-buahan,35000,94,44,4.22,0
52156,1408,107,2,30000,QRIS,5,6,2026-06-08 06:49:39,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
52157,1452,105,3,61500,QRIS,4,18,2026-01-21 18:11:54,Brokoli Organik,Sayuran,22000,30,73,4.44,1
52158,1263,142,3,45000,QRIS,5,11,2026-06-23 11:41:43,Kunyit Segar,Rempah,15000,62,72,4.29,0
52159,1125,147,2,14500,QRIS,5,20,2026-04-23 20:45:28,Sereh Segar,Rempah,8000,102,83,4.52,0
52160,1067,150,1,28000,QRIS,4,14,2026-01-15 14:54:35,Cabai Kering,Rempah,28000,63,56,3.98,0
52161,1263,158,2,44000,Transfer Bank,5,18,2026-01-06 18:10:01,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
52162,1216,140,4,88000,COD,3,9,2026-02-04 09:50:30,Jahe Merah Segar,Rempah,22000,64,73,4.21,0
52163,1350,126,1,15000,QRIS,4,6,2026-01-18 06:14:51,Pisang Cavendish,Buah-buahan,15000,44,71,3.74,0
52164,1232,151,4,60000,QRIS,4,6,2026-06-09 06:14:47,Ubi Cilembu,Umbi-umbian,15000,62,62,4.5,0
52165,1403,152,4,80000,Transfer Bank,5,11,2026-06-26 11:11:23,Ubi Cilembu Premium,Umbi-umbian,20000,37,59,4.53,1
52166,1360,142,1,13500,QRIS,4,15,2026-06-11 15:42:53,Kunyit Segar,Rempah,15000,62,72,4.29,0
52167,1485,112,2,56000,QRIS,4,9,2026-04-26 09:34:40,Cabai Merah Besar,Sayuran,28000,107,62,4.03,0
52168,1250,167,4,180000,QRIS,2,8,2026-02-13 08:45:14,Jamur Portobello,Jamur,45000,43,38,3.8,0
52169,1261,100,4,32000,QRIS,5,19,2026-06-20 19:13:27,Bayam Hijau Segar,Sayuran,8000,83,75,4.15,0
52170,1165,133,2,74500,QRIS,3,9,2026-05-03 09:03:28,Alpukat Organik,Buah-buahan,40000,25,42,4.23,1
52171,1440,164,1,25000,Transfer Bank,4,2,2026-06-05 02:00:18,Jamur Enoki Segar,Jamur,25000,30,53,4.66,0
52172,1356,117,1,9000,QRIS,5,19,2026-01-02 19:13:36,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
52173,1322,131,2,28000,QRIS,3,13,2026-02-19 13:35:53,Pepaya California,Buah-buahan,14000,38,74,4.12,0
52174,1420,110,1,16000,QRIS,4,8,2026-06-19 08:17:22,Tomat Cherry,Sayuran,16000,44,64,3.9,0
52175,1220,161,1,42000,Transfer Bank,3,18,2026-01-09 18:20:24,Jamur Shiitake Segar,Jamur,42000,76,38,4.02,0
52176,1052,110,1,16000,QRIS,2,15,2026-03-15 15:28:15,Tomat Cherry,Sayuran,16000,44,64,3.9,0
52177,1229,138,1,18000,QRIS,4,14,2026-05-20 14:37:43,Nanas Madu,Buah-buahan,18000,110,62,4.25,0
52178,1436,105,2,44000,Transfer Bank,5,7,2026-01-11 07:36:31,Brokoli Organik,Sayuran,22000,30,73,4.44,1
52179,1428,124,1,5000,QRIS,3,16,2026-03-19 16:31:41,Daun Singkong,Sayuran,5000,70,81,3.68,0
52180,1021,123,2,12000,QRIS,5,13,2026-01-03 13:36:30,Kemangi Segar,Sayuran,6000,30,80,4.57,1
52181,1098,114,1,9000,COD,3,11,2026-03-23 11:51:41,Terong Ungu,Sayuran,9000,91,76,4.02,0
52182,1202,102,1,8000,Transfer Bank,4,6,2026-04-09 06:03:28,Sawi Hijau,Sayuran,8500,47,81,4.01,0
52183,1046,117,1,9000,QRIS,4,19,2026-05-09 19:52:03,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
52184,1432,146,3,42000,QRIS,4,12,2026-03-07 12:22:10,Lengkuas Segar,Rempah,14000,36,78,4.21,0
52185,1116,121,1,23000,QRIS,4,7,2026-02-06 07:55:44,Paprika Merah,Sayuran,25000,55,64,4.21,0
52186,1189,124,2,9500,QRIS,3,21,2026-06-27 21:27:57,Daun Singkong,Sayuran,5000,70,81,3.68,0
52187,1250,110,2,27500,Transfer Bank,4,13,2026-04-25 13:16:50,Tomat Cherry,Sayuran,16000,44,64,3.9,0
52188,1498,137,2,81500,QRIS,5,7,2026-02-11 07:16:39,Stroberi Organik,Buah-buahan,45000,12,43,4.61,1
52189,1488,107,1,13000,QRIS,3,11,2026-06-16 11:22:30,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
52190,1489,109,1,14000,Transfer Bank,3,13,2026-05-19 13:34:44,Selada Organik,Sayuran,14000,20,65,4.16,1
52191,1293,134,3,48000,Transfer Bank,3,15,2026-02-11 15:42:12,Jambu Biji Merah,Buah-buahan,16000,37,66,3.93,0
52192,1171,117,1,9000,QRIS,5,9,2026-05-01 09:43:52,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
52193,1005,109,1,14000,QRIS,4,13,2026-05-15 13:57:22,Selada Organik,Sayuran,14000,20,65,4.16,1
52194,1421,104,1,18000,Transfer Bank,3,15,2026-01-12 15:03:24,Brokoli Premium,Sayuran,18000,73,70,3.61,0
52195,1199,128,1,32000,Transfer Bank,4,11,2026-04-08 11:58:22,Mangga Gedong Gincu,Buah-buahan,35000,94,44,4.22,0
52196,1189,122,1,7500,QRIS,5,14,2026-04-25 14:20:02,Kol Putih,Sayuran,8000,118,72,4.54,0
52197,1431,157,3,54000,Transfer Bank,2,11,2026-03-17 11:03:25,Kentang Granola,Umbi-umbian,18000,73,74,4.01,0
52198,1351,105,2,44000,Transfer Bank,4,22,2026-03-24 22:29:29,Brokoli Organik,Sayuran,22000,30,73,4.44,1
52199,1154,122,1,7000,QRIS,4,0,2026-06-15 00:00:43,Kol Putih,Sayuran,8000,118,72,4.54,0
52200,1197,125,1,16500,Transfer Bank,3,16,2026-02-02 16:10:32,Pisang Raja,Buah-buahan,18000,58,77,4.26,0
52201,1465,128,3,105000,QRIS,4,8,2026-06-08 08:28:43,Mangga Gedong Gincu,Buah-buahan,35000,94,44,4.22,0
52202,1390,107,1,15000,Transfer Bank,5,9,2026-01-05 09:27:14,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
52203,1368,162,3,156000,QRIS,5,21,2026-05-22 21:00:24,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
52204,1053,111,2,34500,QRIS,4,8,2026-02-13 08:14:08,Tomat Cherry Organik,Sayuran,20000,33,63,4.49,1
52205,1282,131,1,12000,QRIS,4,11,2026-06-14 11:47:13,Pepaya California,Buah-buahan,14000,38,74,4.12,0
52206,1224,115,1,10000,Transfer Bank,3,9,2026-06-14 09:18:04,Buncis Segar,Sayuran,10000,69,68,4.26,0
52207,1098,132,3,84000,COD,2,16,2026-04-13 16:07:57,Alpukat Mentega,Buah-buahan,32000,117,55,4.0,0
52208,1118,141,3,84000,QRIS,4,9,2026-04-25 09:49:11,Jahe Merah Organik,Rempah,28000,18,59,4.37,1
52209,1407,102,1,8500,QRIS,4,8,2026-04-25 08:27:20,Sawi Hijau,Sayuran,8500,47,81,4.01,0
52210,1007,141,1,26000,COD,5,21,2026-02-02 21:49:20,Jahe Merah Organik,Rempah,28000,18,59,4.37,1
52211,1341,116,5,35000,QRIS,3,9,2026-04-22 09:36:50,Jagung Manis,Sayuran,7000,114,80,3.83,0
52212,1028,140,2,38000,QRIS,4,9,2026-05-13 09:38:42,Jahe Merah Segar,Rempah,22000,64,73,4.21,0
52213,1254,133,2,80000,QRIS,4,7,2026-04-09 07:34:02,Alpukat Organik,Buah-buahan,40000,25,42,4.23,1
52214,1094,160,4,140000,QRIS,4,2,2026-01-08 02:12:37,Jamur Tiram Organik,Jamur,35000,26,48,4.01,1
52215,1194,101,1,9000,QRIS,5,9,2026-01-05 09:49:43,Kangkung Organik,Sayuran,9000,38,80,4.27,1
52216,1202,130,4,112000,Transfer Bank,5,13,2026-03-10 13:11:53,Jeruk Siam Organik,Buah-buahan,28000,36,69,4.6,1
52217,1050,102,2,17000,QRIS,2,16,2026-01-19 16:07:53,Sawi Hijau,Sayuran,8500,47,81,4.01,0
52218,1067,156,1,14000,QRIS,3,18,2026-02-13 18:37:36,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
52219,1465,137,4,163500,QRIS,5,9,2026-06-25 09:05:45,Stroberi Organik,Buah-buahan,45000,12,43,4.61,1
52220,1143,160,3,105000,QRIS,5,1,2026-03-06 01:20:52,Jamur Tiram Organik,Jamur,35000,26,48,4.01,1
52221,1025,107,3,38500,Transfer Bank,5,9,2026-01-14 09:52:12,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
52222,1044,145,1,16000,QRIS,4,5,2026-01-18 05:13:42,Kencur Segar,Rempah,16000,57,79,4.0,0
52223,1410,162,1,52000,QRIS,5,3,2026-01-08 03:38:30,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
52224,1248,149,3,96000,QRIS,4,22,2026-02-23 22:04:49,Bawang Putih,Rempah,32000,41,58,4.07,0
52225,1026,102,2,17000,QRIS,3,13,2026-02-16 13:39:03,Sawi Hijau,Sayuran,8500,47,81,4.01,0
52226,1234,144,2,32000,Transfer Bank,4,6,2026-02-25 06:38:30,Temulawak Segar,Rempah,18000,70,66,4.23,0
52227,1142,133,2,80000,COD,5,7,2026-03-20 07:26:29,Alpukat Organik,Buah-buahan,40000,25,42,4.23,1
52228,1005,130,4,112000,QRIS,5,11,2026-05-06 11:57:53,Jeruk Siam Organik,Buah-buahan,28000,36,69,4.6,1
52229,1306,118,5,40000,QRIS,4,14,2026-03-24 14:21:35,Pakcoy Segar,Sayuran,8000,111,85,3.91,0
52230,1235,112,3,84000,Transfer Bank,4,10,2026-04-03 10:43:26,Cabai Merah Besar,Sayuran,28000,107,62,4.03,0
52231,1383,142,2,30000,COD,5,3,2026-02-10 03:22:32,Kunyit Segar,Rempah,15000,62,72,4.29,0
52232,1038,135,1,22000,QRIS,3,18,2026-03-17 18:31:18,Buah Naga Merah,Buah-buahan,22000,117,60,3.87,0
52233,1154,163,1,32000,Transfer Bank,4,6,2026-02-25 06:38:01,Jamur Kuping Hitam,Jamur,32000,32,65,4.17,0
52234,1336,126,2,30000,QRIS,3,10,2026-06-13 10:15:14,Pisang Cavendish,Buah-buahan,15000,44,71,3.74,0
52235,1414,144,3,54000,Transfer Bank,3,22,2026-06-10 22:26:33,Temulawak Segar,Rempah,18000,70,66,4.23,0
52236,1300,133,2,73000,COD,4,9,2026-03-22 09:04:52,Alpukat Organik,Buah-buahan,40000,25,42,4.23,1
52237,1171,115,2,19000,Transfer Bank,4,13,2026-02-16 13:22:45,Buncis Segar,Sayuran,10000,69,68,4.26,0
52238,1419,130,1,28000,QRIS,5,9,2026-05-27 09:37:04,Jeruk Siam Organik,Buah-buahan,28000,36,69,4.6,1
52239,1340,158,1,19000,COD,4,5,2026-03-22 05:55:03,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
52240,1458,154,3,54000,QRIS,5,7,2026-06-27 07:41:08,Ubi Jalar Organik,Umbi-umbian,18000,16,62,4.14,1
52241,1491,164,1,22000,QRIS,5,13,2026-01-18 13:16:08,Jamur Enoki Segar,Jamur,25000,30,53,4.66,0
52242,1136,138,4,68500,Transfer Bank,4,16,2026-02-15 16:29:08,Nanas Madu,Buah-buahan,18000,110,62,4.25,0
52243,1122,149,3,96000,COD,2,14,2026-02-10 14:58:37,Bawang Putih,Rempah,32000,41,58,4.07,0
52244,1293,167,1,45000,QRIS,2,8,2026-01-26 08:06:14,Jamur Portobello,Jamur,45000,43,38,3.8,0
52245,1014,112,5,140000,QRIS,2,11,2026-06-23 11:15:10,Cabai Merah Besar,Sayuran,28000,107,62,4.03,0
